cpse,record_description,normalized_description,canonical_id,canonical_description,category,description_score,technical_score,category_score,conflict_count,conflicts,confidence_score,decision,candidate_rank
CPSE-B,"4""SS316 BALL VAL 150#",4INSS316 BALL VAL 150#,CM0030,2 IN CS GLOBE VALVE 150 CLASS,VALVE,47.06,0.0,100.0,0,,31.18,NO_MATCH,7
CPSE-B,"4""SS316 BALL VAL 150#",4INSS316 BALL VAL 150#,CM0029,10 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,42.86,0.0,100.0,0,,29.29,NO_MATCH,8
CPSE-B,"4""SS316 BALL VAL 150#",4INSS316 BALL VAL 150#,CM0022,2 IN SS304 GATE VALVE 300 CLASS,VALVE,41.51,0.0,100.0,0,,28.68,NO_MATCH,9
CPSE-B,"4""SS316 BALL VAL 150#",4INSS316 BALL VAL 150#,CM0028,8 IN CS GATE VALVE 300 CLASS,VALVE,40.0,0.0,100.0,0,,28.0,NO_MATCH,10
CPSE-B,"4""SS316 WELD NECK FLG 300#",4INSS316 WELD NECK FLANGE 300#,CM0044,4 IN SS316 WELD NECK FLANGE 300 CLASS,FLANGE,86.57,100.0,100.0,0,,93.96,MATCH,1
CPSE-B,"4""SS316 WELD NECK FLG 300#",4INSS316 WELD NECK FLANGE 300#,CM0050,6 IN SS316 WELD NECK FLANGE 150 CLASS,FLANGE,77.61,100.0,100.0,0,,89.93,MATCH,2
CPSE-B,"4""SS316 WELD NECK FLG 300#",4INSS316 WELD NECK FLANGE 300#,CM0046,8 IN CS WELD NECK FLANGE 300 CLASS,FLANGE,71.88,100.0,100.0,0,,87.34,MATCH,3
CPSE-B,"4""SS316 WELD NECK FLG 300#",4INSS316 WELD NECK FLANGE 300#,CM0042,2 IN SS304 WELD NECK FLANGE 150 CLASS,FLANGE,71.64,100.0,100.0,0,,87.24,MATCH,4
CPSE-B,"4""SS316 WELD NECK FLG 300#",4INSS316 WELD NECK FLANGE 300#,CM0041,2 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,69.57,100.0,100.0,0,,86.3,MATCH,5
CPSE-B,"4""SS316 WELD NECK FLG 300#",4INSS316 WELD NECK FLANGE 300#,CM0048,12 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,69.57,100.0,100.0,0,,86.3,MATCH,6
CPSE-A,4C X 10 SQMM PVC CABL 1.1KV,4C X 10 SQMM PVC CABL 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,98.18,100.0,100.0,0,,99.18,MATCH,1
CPSE-A,4C X 16 SQMM PVC CABL 1.1KV,4C X 16 SQMM PVC CABL 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,98.18,100.0,100.0,0,,99.18,MATCH,1
CPSE-A,4C X 25 SQMM PVC CABL 1.1KV,4C X 25 SQMM PVC CABL 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,98.18,100.0,100.0,0,,99.18,MATCH,1
CPSE-A,4C X 50 SQMM PVC CABL 1.1KV,4C X 50 SQMM PVC CABL 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,98.18,100.0,100.0,0,,99.18,MATCH,1
CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,1
CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,2
CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,3
CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,4
CPSE-C,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,5
CPSE-C,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,6
CPSE-C,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,7
CPSE-C,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,8
CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,9
CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,10
CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,11
CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,12
CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,13
CPSE-B,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,14
CPSE-C,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,15
CPSE-C,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,16
CPSE-C,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,17
CPSE-C,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,18
CPSE-C,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,19
CPSE-C,4CX10 SQMM PVC CABLE 1.1KV,4CX10 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,20
CPSE-C,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,1
CPSE-C,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,2
CPSE-C,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,3
CPSE-C,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,4
CPSE-B,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,5
CPSE-B,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,6
CPSE-B,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,7
CPSE-B,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,8
CPSE-C,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,9
CPSE-C,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,10
CPSE-C,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,11
CPSE-C,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,12
CPSE-C,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,13
CPSE-C,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,14
CPSE-B,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,15
CPSE-B,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,16
CPSE-B,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,17
CPSE-B,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,18
CPSE-B,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,19
CPSE-B,4CX16 SQMM PVC CABLE 1.1KV,4CX16 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,20
CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,1
CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,2
CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,3
CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,4
CPSE-B,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,5
CPSE-B,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,6
CPSE-B,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,7
CPSE-B,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,8
CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,87.27,100.0,100.0,0,,94.27,MATCH,9
CPSE-B,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,87.27,100.0,100.0,0,,94.27,MATCH,10
CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,11
CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,12
CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,13
CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,14
CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,15
CPSE-B,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,16
CPSE-B,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,17
CPSE-B,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,18
CPSE-B,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,19
CPSE-B,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,20
CPSE-B,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.59,100.0,100.0,0,,96.67,MATCH,1
CPSE-C,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.59,100.0,100.0,0,,96.67,MATCH,2
CPSE-B,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,3
CPSE-B,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,4
CPSE-B,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,5
CPSE-C,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,6
CPSE-C,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,7
CPSE-C,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,8
CPSE-B,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,9
CPSE-B,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,10
CPSE-B,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,11
CPSE-B,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,12
CPSE-B,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,13
CPSE-B,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,14
CPSE-C,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,15
CPSE-C,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,16
CPSE-C,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,17
CPSE-C,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,18
CPSE-C,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,19
CPSE-C,4CX50 SQMM PVC CABLE 1.1KV,4CX50 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,20
CPSE-C,6 IN CS BFV 150 CLASS,6IN CARBON STEEL BFV 150 CLASS,CM0025,6 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,60.32,100.0,100.0,0,,82.14,REVIEW,1
CPSE-A,6 IN CS BUTTERFLY VLV 150 CLASS,6IN CARBON STEEL BUTTERFLY VALVE 150 CLASS,CM0025,6 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,86.21,100.0,100.0,0,,93.79,MATCH,1
CPSE-A,6 IN CS SEAMLESS PIP SCH80,6IN CARBON STEEL SEAMLESS PIP SCH80,CM0034,6 IN CS SEAMLESS PIPE SCH80,PIPE,77.42,100.0,100.0,0,,89.84,MATCH,1
CPSE-C,6 IN CS SEAMLESS PIPE SCH80,6IN CARBON STEEL SEAMLESS PIPE SCH80,CM0034,6 IN CS SEAMLESS PIPE SCH80,PIPE,82.61,100.0,100.0,0,,92.17,MATCH,1
CPSE-A,6 IN CS SLIP ON FLG 150 CLASS,6IN CARBON STEEL SLIP ON FLANGE 150 CLASS,CM0045,6 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-C,6 IN CS SO FLG 150 CLASS,6IN CARBON STEEL SO FLANGE 150 CLASS,CM0045,6 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,76.47,100.0,100.0,0,,89.41,MATCH,1
CPSE-C,6 IN CS SO FLG 150 CLASS,6IN CARBON STEEL SO FLANGE 150 CLASS,CM0050,6 IN SS316 WELD NECK FLANGE 150 CLASS,FLANGE,73.97,100.0,100.0,0,,88.29,MATCH,2
CPSE-C,6 IN PTFE FF GASKET 300 CLASS,6IN PTFE FF GASKET 300 CLASS,CM0058,6 IN PTFE FULL FACE GASKET 300 CLASS,GASKET,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-A,6 IN PTFE FULL FACE GKT 300 CLASS,6IN PTFE FULL FACE GASKET 300 CLASS,CM0058,6 IN PTFE FULL FACE GASKET 300 CLASS,GASKET,98.59,100.0,100.0,0,,99.37,MATCH,1
CPSE-A,6 IN SPIRAL WOUND GRAPHITE GKT 150 CLASS,6IN SPIRAL WOUND GRAPHITE GASKET 150 CLASS,CM0054,6 IN SPIRAL WOUND GRAPHITE GASKET 150 CLASS,GASKET,98.82,100.0,100.0,0,,99.47,MATCH,1
CPSE-A,6 IN SS304 SEAMLESS PIP SCH40,6IN SS304 SEAMLESS PIP SCH40,CM0039,6 IN SS304 SEAMLESS PIPE SCH40,PIPE,96.55,100.0,100.0,0,,98.45,MATCH,1
CPSE-C,6 IN SS304 SEAMLESS PIPE SCH40,6IN SS304 SEAMLESS PIPE SCH40,CM0039,6 IN SS304 SEAMLESS PIPE SCH40,PIPE,98.31,100.0,100.0,0,,99.24,MATCH,1
CPSE-A,6 IN SS316 BALL VLV 300 CLASS,6IN SS316 BALL VALVE 300 CLASS,CM0027,6 IN SS316 BALL VALVE 300 CLASS,VALVE,98.36,100.0,100.0,0,,99.26,MATCH,1
CPSE-C,6 IN SS316 BLV 300 CLASS,6IN SS316 BLV 300 CLASS,CM0027,6 IN SS316 BALL VALVE 300 CLASS,VALVE,81.48,100.0,100.0,0,,91.67,MATCH,1
CPSE-A,6 IN SS316 WELD NECK FLG 150 CLASS,6IN SS316 WELD NECK FLANGE 150 CLASS,CM0050,6 IN SS316 WELD NECK FLANGE 150 CLASS,FLANGE,98.63,100.0,100.0,0,,99.38,MATCH,1
CPSE-C,6 IN SS316 WN FLG 150 CLASS,6IN SS316 WN FLANGE 150 CLASS,CM0050,6 IN SS316 WELD NECK FLANGE 150 CLASS,FLANGE,86.27,100.0,100.0,0,,93.82,MATCH,1
CPSE-C,6 IN SS316 WN FLG 150 CLASS,6IN SS316 WN FLANGE 150 CLASS,CM0045,6 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,72.13,100.0,100.0,0,,87.46,MATCH,2
CPSE-C,6 IN SW GRAPHITE GASKET 150 CLASS,6IN SW GRAPHITE GASKET 150 CLASS,CM0054,6 IN SPIRAL WOUND GRAPHITE GASKET 150 CLASS,GASKET,87.72,100.0,100.0,0,,94.47,MATCH,1
CPSE-B,"6""CS BUTTERFLY VAL 150#",6INCS BUTTERFLY VAL 150#,CM0025,6 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,73.68,0.0,100.0,0,,43.16,NO_MATCH,1
CPSE-B,"6""CS BUTTERFLY VAL 150#",6INCS BUTTERFLY VAL 150#,CM0029,10 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,68.97,0.0,100.0,0,,41.03,NO_MATCH,2
CPSE-B,"6""CS BUTTERFLY VAL 150#",6INCS BUTTERFLY VAL 150#,CM0023,3 IN CS GATE VALVE 150 CLASS,VALVE,50.0,0.0,100.0,0,,32.5,NO_MATCH,3
CPSE-B,"6""CS BUTTERFLY VAL 150#",6INCS BUTTERFLY VAL 150#,CM0030,2 IN CS GLOBE VALVE 150 CLASS,VALVE,49.06,0.0,100.0,0,,32.08,NO_MATCH,4
